Estimated_Claim_Amount,Fraud_Flag,Litigation_Flag,Age_of_Driver,Vehicle_Age,Annual_Mileage,Driving_Experience_Years,Accident_Settlement_days,days_to_fnol,driver_risk_score,vehicle_risk,Claim_Type,Claim_Complexity,Region,Vehicle_Type,Status,Severity_Band,Gender,Occupation,ThirdParty_Role,TP_Injury_Severity
3938,1,0,56,20,5315,36,315,0,0,1,Collision,High,Glasgow,Motorcycle,settled,Moderate,Male,Self-Employed,Unknown,No Injury
95370,0,1,43,10,13986,22,189,0,0,0,Collision,Low,Birmingham,Sedan,settled,Catastrophic,Female,Unemployed,Unknown,No Injury
7769,0,0,55,0,17988,34,136,0,0,0,Vandalism,Medium,London,Sedan,settled,Major,Female,Self-Employed,Pedestrian,Minor
1792,0,0,22,14,8572,3,36,4,2,1,Collision,Low,Liverpool,Sedan,settled,Minor,Male,Student,Unknown,No Injury
2519,0,0,46,16,18019,27,77,4,0,1,Collision,Low,Liverpool,Coupe,settled,Minor,Male,Self-Employed,Passenger,Minor
12322,0,0,62,12,14052,43,58,3,0,1,Weather,Low,Newcastle,SUV,settled,Moderate,Male,Employed,Pedestrian,Minor
5604,0,0,42,13,16859,23,82,0,0,1,Collision,Low,Newcastle,Sedan,settled,Moderate,Female,Self-Employed,Unknown,No Injury
1527,0,0,23,4,11301,3,83,0,2,0,Collision,Low,Edinburgh,Van,settled,Minor,Female,Unemployed,Passenger,Minor
11817,0,0,40,8,13913,19,112,1,0,0,Collision,Medium,Newcastle,SUV,settled,Major,Male,Employed,Pedestrian,Minor
12523,0,0,22,8,6643,2,124,3,2,0,Collision,Medium,Leeds,Hatchback,settled,Major,Male,Student,Unknown,No Injury
90436,0,0,21,18,8185,0,540,0,2,1,Weather,High,Newcastle,Sedan,settled,Severe,Female,Student,Unknown,No Injury
8749,0,0,75,13,17724,53,91,2,0,1,Weather,Low,London,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
76452,0,0,78,15,500,60,386,0,0,1,Weather,High,Newcastle,SUV,settled,Severe,Male,Retired,Unknown,No Injury
1354,0,0,22,9,3247,0,86,3,2,0,Collision,Low,Liverpool,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
7387,0,0,20,5,9064,0,37,2,2,0,Theft,Low,Glasgow,Hatchback,settled,Minor,Female,Unemployed,Unknown,No Injury
259299,0,0,35,5,17609,17,160,4,0,0,Fire,Medium,Glasgow,Motorcycle,settled,Severe,Male,Student,Passenger,Minor
3720,0,0,55,17,18117,35,65,3,0,1,Collision,Low,Edinburgh,Coupe,settled,Minor,Male,Retired,Driver,Serious
16998,0,0,78,0,9738,56,167,0,0,0,Other,High,London,Sedan,settled,Major,Female,Retired,Driver,Minor
1849,0,0,41,19,21391,20,70,2,0,1,Collision,Low,London,SUV,settled,Minor,Female,Self-Employed,Driver,Minor
1873,0,0,34,20,13045,15,65,0,0,1,Weather,Medium,Newcastle,Hatchback,settled,Minor,Male,Student,Driver,Minor
2250,0,0,18,4,10894,0,84,0,2,0,Collision,Low,Bristol,SUV,settled,Minor,Male,Student,Unknown,No Injury
1902,0,0,60,7,12804,42,69,2,0,0,Collision,Low,Birmingham,Van,settled,Minor,Female,Self-Employed,Driver,Minor
6485,1,0,73,10,9694,52,-451,1,0,0,Collision,Medium,Newcastle,Sedan,open,Moderate,Female,Retired,Unknown,No Injury
16138,0,0,71,13,9928,53,40,4,0,1,Collision,Low,Liverpool,Hatchback,settled,Major,Female,Employed,Unknown,No Injury
28345,1,0,58,11,18522,40,186,2,0,1,Theft,High,Liverpool,Motorcycle,open,Major,Female,Self-Employed,Passenger,Serious
12107,0,0,76,8,11908,57,136,3,0,0,Collision,Medium,Edinburgh,Coupe,settled,Major,Female,Retired,Passenger,Minor
7766,0,0,79,20,19649,61,64,0,0,1,Theft,Low,Newcastle,Sedan,settled,Minor,Female,Retired,Pedestrian,Minor
834,0,0,64,12,10483,42,79,0,0,1,Vandalism,Low,Glasgow,Sedan,settled,Minor,Male,Employed,Passenger,Minor
13286,0,0,47,6,14882,29,69,3,0,0,Fire,Low,Edinburgh,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
1391,0,0,46,2,13461,27,83,3,0,0,Collision,Low,Glasgow,SUV,settled,Minor,Female,Unemployed,Unknown,No Injury
2395,0,0,42,9,14164,21,92,4,0,0,Other,Medium,Newcastle,Sedan,settled,Minor,Female,Employed,Passenger,Minor
14447,0,0,72,13,15756,53,74,0,0,1,Fire,Medium,Newcastle,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
3845,0,0,62,0,15888,41,80,2,0,0,Other,Low,London,Sedan,settled,Minor,Female,Self-Employed,Unknown,No Injury
6565,0,0,49,7,9341,27,45,0,0,0,Theft,Low,London,Van,settled,Minor,Female,Employed,Unknown,No Injury
14344,1,0,41,18,15614,21,68,2,0,1,Collision,Low,Glasgow,SUV,settled,Major,Female,Employed,Unknown,No Injury
2642,0,1,70,10,18863,49,52,5,0,0,Collision,Low,London,Motorcycle,settled,Minor,Male,Retired,Unknown,No Injury
2156,0,0,71,11,15064,50,43,2,0,1,Weather,Low,Cardiff,Sedan,settled,Minor,Female,Retired,Driver,Minor
12278,0,0,23,20,13141,1,43,0,2,1,Theft,Low,Edinburgh,Motorcycle,settled,Moderate,Female,Employed,Driver,Minor
1039,1,0,70,17,11877,52,82,1,0,1,Vandalism,Low,Leeds,SUV,settled,Minor,Male,Retired,Unknown,No Injury
61509,0,0,79,14,2807,60,277,0,0,1,Other,High,Manchester,Van,settled,Severe,Male,Retired,Driver,Minor
12257,0,1,49,2,14009,31,78,0,0,0,Weather,Low,Glasgow,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
1381,0,0,78,14,16290,58,53,4,0,1,Collision,Low,Cardiff,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
1303,0,0,43,1,13273,22,87,3,0,0,Collision,Medium,Newcastle,SUV,settled,Minor,Female,Employed,Unknown,No Injury
5876,0,0,36,2,7748,14,54,6,0,0,Vandalism,Low,Leeds,Motorcycle,settled,Major,Female,Employed,Unknown,No Injury
2166,0,0,40,14,7292,22,79,3,0,1,Collision,Low,London,SUV,settled,Minor,Male,Student,Unknown,No Injury
2076,0,0,68,2,18539,46,71,2,0,0,Collision,Low,Bristol,Van,settled,Minor,Male,Retired,Unknown,No Injury
2442,0,0,29,2,7574,9,73,5,0,0,Collision,Low,Leeds,SUV,settled,Minor,Female,Employed,Unknown,No Injury
38794,0,0,49,9,14577,29,165,3,0,0,Theft,Medium,Edinburgh,SUV,settled,Major,Male,Unemployed,Driver,Minor
3199,0,0,72,10,15985,54,52,1,0,0,Vandalism,Low,Manchester,SUV,settled,Moderate,Male,Retired,Driver,Minor
3117,0,0,43,20,12080,25,52,0,0,1,Vandalism,Low,Cardiff,Hatchback,settled,Moderate,Male,Employed,Passenger,Serious
2065,1,0,57,4,17970,36,37,6,0,0,Collision,Low,Edinburgh,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
3972,0,0,34,16,8300,15,83,1,0,1,Weather,Low,Birmingham,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
137060,0,0,48,2,18042,28,43,3,0,0,Theft,Low,Bristol,Coupe,settled,Severe,Female,Employed,Unknown,No Injury
2342,0,0,44,5,13284,22,49,0,0,0,Collision,Low,Edinburgh,SUV,settled,Minor,Female,Unemployed,Passenger,Minor
1620,0,0,66,10,11847,44,40,1,0,0,Collision,Low,Birmingham,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
861,0,0,24,14,11602,5,41,1,1,1,Vandalism,Low,Birmingham,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
15312,0,0,60,12,12455,41,81,0,0,1,Collision,Low,Newcastle,Hatchback,settled,Major,Male,Employed,Passenger,Minor
5958,0,0,24,8,9470,4,144,0,2,0,Collision,Medium,Leeds,Van,settled,Moderate,Female,Unemployed,Unknown,No Injury
9897,0,0,24,3,17028,5,1292,3,1,0,Theft,Low,Liverpool,Sedan,open,Moderate,Female,Employed,Driver,Serious
2783,0,0,51,3,9034,30,79,2,0,0,Collision,Low,Glasgow,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
12958,0,0,71,11,15244,50,81,0,0,1,Theft,Medium,Newcastle,Motorcycle,settled,Moderate,Female,Employed,Unknown,No Injury
2739,0,0,74,13,3453,54,87,0,0,1,Weather,Low,Bristol,Sedan,settled,Minor,Male,Retired,Pedestrian,Minor
1780,0,0,42,18,7459,23,67,0,0,1,Other,Low,London,Motorcycle,settled,Minor,Female,Employed,Unknown,No Injury
28520,0,0,37,13,15038,18,-351,7,0,1,Collision,Medium,Cardiff,Sedan,open,Severe,Male,Employed,Unknown,No Injury
9941,0,0,30,8,8060,8,56,1,0,0,Theft,Low,Bristol,SUV,settled,Moderate,Male,Employed,Passenger,Minor
2189,0,0,69,8,16566,50,34,0,0,0,Collision,Low,Leeds,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
5686,0,0,37,1,4022,16,159,2,0,0,Collision,High,Glasgow,Sedan,settled,Moderate,Female,Self-Employed,Unknown,No Injury
15528,0,0,20,5,13797,2,43,1,2,0,Theft,Low,Cardiff,Coupe,settled,Moderate,Male,Student,Unknown,No Injury
5385,0,0,51,8,11814,32,79,1,0,0,Collision,Low,Bristol,Hatchback,settled,Moderate,Female,Unemployed,Pedestrian,Minor
9393,0,0,25,10,10684,4,83,2,1,0,Collision,Low,Glasgow,Hatchback,settled,Major,Female,Self-Employed,Unknown,No Injury
46740,0,0,72,5,9576,53,162,0,0,0,Collision,High,Newcastle,Sedan,settled,Severe,Female,Retired,Unknown,No Injury
2391,0,0,51,17,7725,33,31,0,0,1,Collision,Low,Glasgow,Coupe,settled,Minor,Female,Retired,Unknown,No Injury
2441,0,0,47,10,10469,29,94,3,0,0,Vandalism,Low,London,Hatchback,settled,Moderate,Male,Employed,Unknown,No Injury
2149,0,0,70,20,17021,52,82,0,0,1,Other,Low,Cardiff,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
2082,0,0,69,0,18548,49,541,2,0,0,Collision,High,Cardiff,Coupe,settled,Minor,Female,Retired,Unknown,No Injury
9024,0,0,64,4,8931,42,70,0,0,0,Collision,Low,Cardiff,Hatchback,settled,Major,Female,Unemployed,Driver,Minor
5747,0,0,66,2,12109,47,41,2,0,0,Collision,Low,Bristol,Sedan,settled,Moderate,Female,Retired,Driver,Minor
1338,0,0,52,8,16429,33,-718,1,0,0,Vandalism,Low,Bristol,Sedan,open,Minor,Male,Self-Employed,Unknown,No Injury
5234,0,1,68,5,12092,48,148,0,0,0,Collision,Medium,Liverpool,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
43983,0,0,18,1,8997,0,186,1,2,0,Collision,Medium,Glasgow,Hatchback,settled,Severe,Female,Employed,Unknown,No Injury
1743,0,0,74,11,8701,53,51,1,0,1,Collision,Low,Manchester,Sedan,settled,Minor,Female,Self-Employed,Driver,Minor
3706,0,1,20,4,9481,0,37,0,2,0,Collision,Low,Birmingham,Sedan,settled,Moderate,Male,Student,Unknown,No Injury
6178,1,0,33,18,12761,15,171,1,0,1,Collision,Medium,Cardiff,Sedan,settled,Moderate,Male,Unemployed,Unknown,No Injury
1655,0,0,44,5,10129,24,84,1,0,0,Vandalism,Low,Liverpool,SUV,settled,Minor,Male,Employed,Passenger,Minor
2239,0,0,34,18,12220,12,77,3,0,1,Collision,Low,Bristol,Van,settled,Minor,Female,Employed,Unknown,No Injury
3601,0,0,69,14,19375,50,68,1,0,1,Weather,Medium,Edinburgh,Van,settled,Minor,Male,Unemployed,Passenger,Minor
2581,0,0,31,8,16222,9,39,1,0,0,Collision,Low,Glasgow,Van,settled,Minor,Male,Employed,Unknown,No Injury
2681,0,0,74,9,17584,54,130,0,0,0,Collision,Medium,Leeds,Hatchback,open,Moderate,Male,Retired,Unknown,No Injury
1849,0,0,19,4,4195,0,71,2,2,0,Collision,Low,Manchester,Sedan,settled,Minor,Female,Student,Unknown,No Injury
255265,0,0,21,14,15864,3,371,5,2,1,Other,High,Liverpool,Sedan,settled,Catastrophic,Male,Student,Unknown,No Injury
3544,0,0,24,0,15119,5,60,0,1,0,Vandalism,Low,Newcastle,Hatchback,settled,Moderate,Female,Employed,Unknown,No Injury
2626,0,0,72,6,9263,50,59,2,0,0,Weather,Low,Glasgow,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
1564,0,0,72,12,10739,53,56,0,0,1,Collision,Low,Glasgow,Sedan,settled,Minor,Female,Retired,Pedestrian,Serious
2016,0,0,34,20,8304,13,60,5,0,1,Collision,Low,Manchester,Hatchback,settled,Minor,Male,Unemployed,Unknown,No Injury
968,0,0,77,9,12809,57,53,2,0,0,Vandalism,Low,Leeds,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
14253,0,0,35,12,12357,16,79,0,0,1,Fire,Low,London,Coupe,settled,Minor,Female,Employed,Unknown,No Injury
11535,0,0,50,12,9530,30,102,0,0,1,Collision,Medium,Cardiff,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
1592,0,0,35,20,9192,15,42,2,0,1,Collision,Low,Liverpool,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
7767,0,0,76,13,19629,58,62,1,0,1,Other,Low,Cardiff,Van,settled,Moderate,Female,Self-Employed,Unknown,No Injury
5608,0,0,66,17,11618,46,88,0,0,1,Collision,Low,Leeds,SUV,settled,Moderate,Female,Retired,Unknown,No Injury
53369,0,0,73,0,12803,54,69,0,0,0,Fire,Low,Newcastle,Van,settled,Moderate,Female,Unemployed,Unknown,No Injury
35761,0,0,32,7,19111,13,-1022,0,0,0,Collision,Medium,Leeds,Sedan,open,Severe,Male,Employed,Unknown,No Injury
1498,0,1,57,2,13323,37,39,2,0,0,Collision,Low,London,Van,settled,Minor,Female,Self-Employed,Unknown,No Injury
2353,0,0,74,7,9427,52,40,2,0,0,Collision,Low,Leeds,Hatchback,settled,Minor,Female,Retired,Passenger,Minor
7057,0,0,20,17,8238,0,58,1,2,1,Collision,Low,Edinburgh,SUV,settled,Moderate,Female,Student,Unknown,No Injury
5501,0,0,34,12,15933,15,66,1,0,1,Theft,Low,Glasgow,Sedan,settled,Minor,Female,Self-Employed,Passenger,Minor
15362,0,0,71,7,6309,52,63,2,0,0,Collision,Low,Bristol,Van,settled,Major,Female,Retired,Pedestrian,Minor
2088,0,1,52,5,9726,32,62,3,0,0,Collision,Low,London,Coupe,settled,Minor,Female,Retired,Passenger,Minor
1992,0,1,21,11,17800,3,65,0,2,1,Collision,Low,Manchester,SUV,settled,Minor,Female,Student,Unknown,No Injury
107873,0,0,67,3,13900,49,97,7,0,0,Fire,Low,Birmingham,SUV,settled,Major,Female,Retired,Unknown,No Injury
7752,0,0,25,18,6773,5,77,1,0,1,Collision,Low,Liverpool,SUV,settled,Moderate,Female,Self-Employed,Unknown,No Injury
5515,0,0,73,18,6673,51,84,1,0,1,Weather,Low,Newcastle,Van,settled,Moderate,Female,Retired,Unknown,No Injury
14478,0,0,70,20,13767,49,502,0,0,1,Collision,High,Newcastle,Hatchback,settled,Major,Male,Self-Employed,Driver,Minor
2723,0,0,20,6,9211,0,42,4,2,0,Weather,Low,London,Sedan,settled,Minor,Female,Student,Passenger,Minor
7915,0,0,45,5,14025,25,47,2,0,0,Collision,Low,Glasgow,Sedan,settled,Moderate,Male,Student,Passenger,Minor
1426,0,0,58,10,9349,40,66,1,0,0,Collision,Low,Edinburgh,Sedan,settled,Minor,Male,Employed,Passenger,Minor
5955,0,0,52,13,10896,31,71,0,0,1,Theft,Low,Manchester,SUV,settled,Minor,Female,Self-Employed,Unknown,No Injury
1820,0,0,78,5,14108,59,92,2,0,0,Collision,Low,Glasgow,SUV,settled,Minor,Male,Retired,Unknown,No Injury
6973,0,0,44,14,6737,23,66,0,0,1,Weather,Medium,Manchester,Hatchback,settled,Moderate,Female,Self-Employed,Unknown,No Injury
1635,0,1,71,3,17097,52,85,2,0,0,Collision,Low,Birmingham,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
76804,0,0,34,15,9172,15,-1584,0,0,1,Theft,Low,Edinburgh,Hatchback,open,Severe,Male,Employed,Unknown,No Injury
3079,0,0,42,6,16025,23,90,1,0,0,Weather,Low,Bristol,Sedan,settled,Minor,Male,Student,Unknown,No Injury
25366,0,0,39,4,20217,19,107,0,0,0,Theft,Low,Glasgow,Sedan,settled,Major,Female,Employed,Unknown,No Injury
2372,0,1,48,8,9499,26,61,2,0,0,Other,Low,Edinburgh,Coupe,settled,Minor,Male,Employed,Driver,Minor
3453,0,0,23,14,14558,2,60,5,2,1,Weather,Low,London,SUV,settled,Minor,Female,Student,Passenger,Serious
2754,0,0,70,16,10913,50,88,1,0,1,Collision,Low,Glasgow,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
16385,0,0,40,5,15405,20,92,1,0,0,Collision,Low,Birmingham,Hatchback,settled,Major,Female,Self-Employed,Unknown,No Injury
2684,0,0,72,14,14224,54,79,2,0,1,Weather,Low,Manchester,SUV,settled,Minor,Male,Retired,Unknown,No Injury
4249,0,0,28,6,18776,7,93,4,0,0,Vandalism,Low,Edinburgh,Coupe,settled,Moderate,Female,Employed,Unknown,No Injury
5083,0,0,75,5,11233,57,41,1,0,0,Theft,Low,Liverpool,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
1515,0,0,28,15,8090,8,67,0,0,1,Collision,Low,Edinburgh,Motorcycle,settled,Minor,Male,Employed,Pedestrian,Minor
6700,0,0,68,10,16759,47,305,1,0,0,Vandalism,High,Manchester,Sedan,settled,Major,Female,Retired,Unknown,No Injury
27802,0,1,53,20,16138,31,114,2,0,1,Collision,Low,Edinburgh,Sedan,settled,Severe,Male,Unemployed,Unknown,No Injury
14053,0,0,76,19,10305,54,89,1,0,1,Other,Low,Leeds,Sedan,settled,Major,Male,Retired,Passenger,Minor
6918,0,0,30,19,12362,12,56,0,0,1,Weather,Low,Cardiff,Sedan,settled,Moderate,Female,Employed,Unknown,No Injury
1659,0,0,57,4,17567,38,39,2,0,0,Other,Low,Glasgow,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
20310,0,0,78,7,13818,59,52,4,0,0,Fire,Low,Manchester,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
1801,0,0,28,9,12739,9,65,0,0,0,Collision,Low,Edinburgh,SUV,settled,Minor,Female,Employed,Unknown,No Injury
2635,0,0,30,7,10535,11,63,0,0,0,Other,Low,Newcastle,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
6861,0,0,19,14,10015,0,86,5,2,1,Weather,Medium,Cardiff,Sedan,settled,Moderate,Female,Employed,Passenger,Minor
17270,0,0,47,2,11447,27,374,0,0,0,Weather,High,Edinburgh,Sedan,settled,Major,Male,Employed,Unknown,No Injury
1236,0,0,46,17,10996,27,89,0,0,1,Collision,Low,Birmingham,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
3345,0,0,78,10,15413,57,31,0,0,0,Collision,Low,Glasgow,SUV,settled,Minor,Female,Self-Employed,Unknown,No Injury
1773,0,0,59,11,11233,38,59,2,0,1,Collision,Low,Edinburgh,Sedan,settled,Minor,Male,Unemployed,Unknown,No Injury
2518,0,1,35,19,7984,15,55,2,0,1,Other,Low,Liverpool,SUV,settled,Minor,Male,Unemployed,Unknown,No Injury
3159,0,0,59,6,15998,38,87,2,0,0,Weather,Low,Bristol,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
7106,0,0,46,6,14288,25,46,5,0,0,Vandalism,Low,Manchester,SUV,settled,Major,Female,Self-Employed,Unknown,No Injury
44238,1,0,19,16,7807,0,429,2,2,1,Collision,High,Manchester,SUV,settled,Severe,Male,Employed,Unknown,No Injury
12094,0,0,53,6,4891,34,346,0,0,0,Weather,High,Glasgow,Hatchback,settled,Major,Female,Retired,Unknown,No Injury
5119,0,1,47,5,9169,28,39,0,0,0,Collision,Low,Newcastle,SUV,settled,Moderate,Female,Employed,Driver,Minor
3960,1,0,55,10,14708,33,52,0,0,0,Collision,Low,Glasgow,Sedan,settled,Moderate,Female,Employed,Driver,Minor
12724,0,0,24,0,17201,4,63,6,2,0,Theft,Low,Manchester,Sedan,settled,Moderate,Male,Unemployed,Unknown,No Injury
1768,0,0,76,17,18109,55,81,0,0,1,Collision,Low,Liverpool,Motorcycle,settled,Minor,Female,Self-Employed,Unknown,No Injury
1780,0,0,23,13,12402,2,158,2,2,1,Collision,Medium,Cardiff,Coupe,settled,Minor,Male,Employed,Unknown,No Injury
3172,0,0,45,1,20529,27,42,0,0,0,Weather,Low,Manchester,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
34216,0,0,33,12,12992,15,92,2,0,1,Fire,Medium,Bristol,Hatchback,settled,Moderate,Female,Self-Employed,Unknown,No Injury
1411,0,0,37,4,17984,17,79,0,0,0,Other,Low,Edinburgh,Sedan,settled,Minor,Female,Employed,Passenger,Serious
876,0,0,26,12,22793,8,44,0,0,1,Vandalism,Low,Liverpool,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
71915,0,0,29,12,17801,10,221,0,0,1,Theft,Medium,Cardiff,Sedan,settled,Severe,Male,Employed,Unknown,No Injury
4937,0,0,39,18,15696,18,145,4,0,1,Collision,Medium,Manchester,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
15263,1,0,69,2,15387,47,81,3,0,0,Theft,Medium,Liverpool,SUV,settled,Moderate,Female,Retired,Driver,Minor
3572,0,0,39,1,13189,18,82,0,0,0,Vandalism,Low,Manchester,Sedan,settled,Moderate,Female,Self-Employed,Driver,Minor
12517,0,0,65,12,16208,44,135,1,0,1,Collision,Medium,Liverpool,Sedan,settled,Major,Female,Retired,Unknown,No Injury
4360,1,0,37,8,15230,19,33,0,0,0,Weather,Low,Manchester,Van,settled,Minor,Female,Self-Employed,Unknown,No Injury
4030,0,1,78,2,16668,57,160,2,0,0,Collision,High,Manchester,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
2326,0,1,35,17,9820,16,102,2,0,1,Collision,Medium,Bristol,Motorcycle,settled,Minor,Male,Unemployed,Unknown,No Injury
2672,0,0,64,11,7195,45,81,2,0,1,Collision,Low,Birmingham,SUV,settled,Minor,Female,Employed,Unknown,No Injury
8411,0,1,62,15,11458,40,141,1,0,1,Collision,Medium,London,Motorcycle,settled,Major,Male,Self-Employed,Pedestrian,Minor
16155,0,1,29,6,8006,7,86,3,0,0,Collision,Medium,Newcastle,Sedan,settled,Major,Male,Self-Employed,Unknown,No Injury
3058,0,1,48,16,9557,28,112,1,0,1,Vandalism,Medium,Liverpool,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
28799,0,0,40,4,12064,22,46,5,0,0,Fire,Low,Glasgow,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
4079,0,0,36,17,8549,16,1295,0,0,1,Collision,Medium,Edinburgh,SUV,open,Moderate,Female,Unemployed,Unknown,No Injury
8005,0,0,24,12,13915,3,89,0,2,1,Theft,Low,Liverpool,SUV,settled,Moderate,Female,Self-Employed,Unknown,No Injury
1380,0,0,63,1,14871,41,63,1,0,0,Collision,Low,London,Coupe,settled,Minor,Male,Employed,Unknown,No Injury
2435,0,1,38,14,13994,18,34,0,0,1,Collision,Low,Bristol,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
9971,0,0,54,13,7215,32,46,2,0,1,Fire,Low,London,SUV,settled,Minor,Male,Unemployed,Unknown,No Injury
2176,0,1,44,11,2320,23,-1039,2,0,1,Collision,Low,Edinburgh,Sedan,open,Minor,Male,Employed,Unknown,No Injury
11131,0,0,71,11,15064,50,222,1,0,1,Collision,High,Cardiff,Sedan,settled,Major,Female,Retired,Unknown,No Injury
4173,0,0,52,3,11695,34,181,0,0,0,Vandalism,Medium,Glasgow,Sedan,settled,Major,Female,Retired,Unknown,No Injury
15056,0,0,27,9,7799,7,102,7,0,0,Weather,Low,London,Hatchback,settled,Major,Male,Student,Unknown,No Injury
22138,0,0,31,5,11749,11,140,0,0,0,Weather,Medium,Newcastle,Hatchback,settled,Major,Female,Self-Employed,Unknown,No Injury
1681,0,0,70,11,16299,50,84,3,0,1,Collision,Low,Edinburgh,SUV,settled,Minor,Male,Retired,Unknown,No Injury
2568,0,0,59,6,8138,38,64,0,0,0,Weather,Medium,Bristol,Sedan,settled,Minor,Male,Retired,Driver,Serious
4486,0,0,65,14,10096,43,45,1,0,1,Theft,Low,London,SUV,settled,Minor,Female,Retired,Passenger,Minor
4870,0,0,66,9,12854,47,39,0,0,0,Theft,Low,Glasgow,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
2131,0,0,63,16,14724,43,50,0,0,1,Other,Low,Edinburgh,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
1453,0,0,54,7,9322,32,57,2,0,0,Collision,Low,London,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
3492,0,0,36,17,8549,16,31,0,0,1,Weather,Low,Edinburgh,SUV,settled,Minor,Female,Unemployed,Passenger,Minor
852,0,0,51,1,7492,31,69,0,0,0,Vandalism,Low,Leeds,Hatchback,settled,Minor,Male,Unemployed,Unknown,No Injury
4505,0,0,61,4,21038,42,35,2,0,0,Weather,Low,Manchester,Hatchback,settled,Minor,Male,Retired,Pedestrian,Minor
4319,0,0,35,4,10099,16,78,2,0,0,Collision,Low,Birmingham,Motorcycle,settled,Moderate,Male,Employed,Unknown,No Injury
1533,0,0,67,3,14759,46,35,3,0,0,Weather,Low,Cardiff,Coupe,settled,Minor,Female,Retired,Unknown,No Injury
27689,0,0,79,13,15999,61,270,1,0,1,Collision,High,Birmingham,Hatchback,settled,Severe,Female,Retired,Unknown,No Injury
2279,0,1,21,0,10449,1,483,1,2,0,Collision,High,London,Hatchback,settled,Minor,Male,Student,Unknown,No Injury
3323,0,0,77,10,12568,58,83,1,0,0,Other,Low,Liverpool,Sedan,settled,Minor,Female,Unemployed,Unknown,No Injury
3730,0,0,33,18,7723,12,174,0,0,1,Collision,Medium,Manchester,Hatchback,settled,Moderate,Female,Employed,Unknown,No Injury
2112,0,0,42,18,10116,20,57,0,0,1,Collision,Low,Bristol,SUV,settled,Minor,Female,Self-Employed,Unknown,No Injury
10492,0,0,31,3,11498,11,70,0,0,0,Collision,Low,Leeds,Motorcycle,settled,Major,Female,Employed,Pedestrian,Minor
3187,0,1,70,2,17241,50,31,0,0,0,Weather,Low,Edinburgh,SUV,settled,Minor,Female,Retired,Unknown,No Injury
3808,0,0,18,16,9749,0,107,0,2,1,Vandalism,Medium,London,Hatchback,settled,Major,Male,Student,Unknown,No Injury
19679,0,0,42,8,5196,24,429,0,0,0,Weather,High,Cardiff,Sedan,settled,Major,Female,Self-Employed,Unknown,No Injury
1998,0,0,52,13,6320,31,84,0,0,1,Collision,Low,Newcastle,Coupe,settled,Minor,Female,Retired,Pedestrian,Minor
3717,0,0,40,5,15405,20,89,1,0,0,Vandalism,Low,Birmingham,Hatchback,settled,Moderate,Female,Self-Employed,Passenger,Minor
